,review title,job title,job location,date,description,pros,cons
94,Anglo American is an exciting company to work for,Electrician,"Thabazimbi, Limpopo",28-Dec-17,Am a hard worker i can even work at any conditions and take over time jobs am health. Am a fun person who like to make joks and i love playing soccer that keeps me fet,Fundraisers,Huge inbalance in incentives being paid out annually
95,Internal Audit Manager,SENIOR ACCOUNTS ASSISTANT (CONTRACT BASIS),"Johannesburg South, Gauteng",26-Dec-17,"Typical day at work would be high pressure to perform, high quality and accuracy expected and KPI standards met.I learned time management, accuracy and speed, emotional maturity, appropriate ways to communicate with clients and above all team work.Management were more involved with the grander scheme of things, leaving workers on the floor to do their jobs, no supervision has ever been required as the work environment is professional and everyone knew their roles and responsibilities.The hardest part of the job would be ensuring the client got what they wanted and simultaneously ensuring that they understand procedures and limitations.The people and open-office environment, as well as the satisfaction of service delivery within or above expectations.",my lunch box, 
96,Huyan de ahi,Time Administrator,"Ciudad de México, D. F.",22-Dec-17,"A typical day for me at work was going to work at 7:30. Having a nice cup off coffee with my friends. I had a good relationship with everyone, people new when there time sheets was with me they would get paid even at the last minute i would help people because i knew how important  there money were  2 them.In all my years working in Anglo American i have learned to really listen and help people. I had 2 manage all my different types of work load and 2 do it accordingly i always had a system 2 make my job easy so i dint make mistakes....check, check and double check because after all this was people money i was working with. The culture in my workplace was what made going 2 work nice every day. Everybody had respect for each other and when there was a problem among us it would be talked out in a respective manner.The hardest part of my job i would say was the impatient employees. And yes i would also calm them down and try 2 explain the situation 2 them. whatever it was that was bothering them.The part that i enjoyed the mos was when everyone would get there payslips at the end of the month. And then everything was 100% . There were never any pay queries and this made me happy because we worked together as  a team...","Buen seguro medico, descanso familiares",Cero prestaciones la paga de 70 pesos la hora
97,Productive,EMEA End User Computing Manager,"Burgersfort, Limpopo",19-Dec-17,"The position I occupied at Anglo American, needed attention from a service delivery perspective.I had to ensure deliverables/SLA's are met by the various vendors that provided support to the IT infrastructure. I have learned that communication is key to customer satisfaction and that keeping specialized/critical systems up to date is your best defense against downtime. The culture was not harmonious in the sense that there was alot of conflict between teams. The business is still very much dominated by old unqualified individuals who dominate the workforce. This brought great difficulty for the younger generation to apply up to date knowledge to the IT environment. On the plus side I have had the opportunity of interacting with  different cultures from around the world.Anglo American is a great company to work for if you are a results driven individual.", ,8 hours
98,At Anglo we are brother and sister's keeper and safety begins with you.,mantenedor mecanico,Mpumalanga,13-Dec-17,"Mi experiencia personal fue que como mujer en el área mecanica no fue de la mejor con algunos compañeros y con los jefes en general, se notó que solo lo hicieron para evitar multas",Fornece,People gaining weight
99,Dinâmica e Global,Assay Laboratory Processor,"São João da Barra, RJ",12-Dec-17,"A typical day at work would involve getting work that needs to be done as best as I possibly can. Also managing to prioritise my work based on work load.Team work, listening skills, people skills and gained a lot understanding about the workk environment.Management needs to be approachable and easy to talk to with regards to work related issues.Helpfull and work orientated. Always wanting to get the job done.Different work times as well as learning something new everyday.Getting a better understanding of wha really goes into the preparation and analysis of platinum ores.",Very good benefits,Estrutura fisica
100,Buen ambiente laboral,operador de equipamentos III,"Providencia, Región Metropolitana",07-Dec-17,"Muito boa de trabalhar, ótimos profissionais e ótimos resultados, benefícios",Proper career advancement institution, 
101,Anglo American GSS,Heavy Equipment Mechanic,"Witbank, Mpumalanga",06-Dec-17,"We would have a quick safety meeting after which a line up will be handed out and we would move to our various work areas whether it be in the shop or running repairs. There was not much interaction between management and workers other than new safety introductions,changes to the pit and or new rules that applied to the site. Co -workers were friendly and helpful especially in the winter.The hardest part of the job was the integration in to a new work culture within a new country. Best part of the job was the satisfaction of completing a big job like rebuilding a machine and having it return to work just the way i wanted.","Free lunch buffets, social events", 
102,Productive,Coal Processing Plant Engineer,Limpopo Burgersfort,04-Dec-17,Perfect place for person seeking t relax and end career. More of a relaxed environment and bureaucracy and red tape makes it difficult to operate if one enjoys being an entrepreneurial leader, ,8hours
103,Productive and enjoyable workplace,Laboratory Analyst,Limpopo,28-Nov-17,"I'm a shift worker. I enjoy working in the laboratory, I've learned a lot about working as a team, management of the quality system , while taking into consideration good safety and health standards,i enjoy working in a team and its easy for me because i take time to study and understand people i work with.The hardest part of my job is that i've been working as a contractor for 10 years, and as a contractor youn don't get the recognition you deserve and the most enjoyable part is i get to learn a whole lot of new things everyday concerning,quality,safety,health and life as a whole , because we are vast organisation with different cultures and backrounds",Good benefits,Normal Working hours
