,review title,job title,job location,date,description,pros,cons
110,Productive and fun workplace,Lead - Finance & Accounts,"Gurgaon, Haryana","October 27, 2017",I enjoyed working with Rio Tinto and learned many new things in reporting and taxation during my tenure with Rio Tinto and get exposure to utilize my knowledge and experience while working there.Overall GOOD place to work.,"Free Lunch at office, Cafeteria, Pool table etc.",Starts very early in morning(being MNC)
111,Did not enjoy the Knife in the back.,Mining Electrician,"Boron, CA","October 19, 2017",dont work here. Find a job somewhere else and dont waste your time with games. I would say the union was very supporting and worth the dues they asked for., , 
112,Very few people recommend this as a place to work,Manager,Utah,"October 15, 2017",Very fickle organization that lacks direction and clear sense of purpose. Management changes very often which leads to incredible sense of uneasiness and lack of experience. Company doesn't value people., , 
113,Corporate jobs leaving USA,Middle Management,"Salt Lake City, UT","October 14, 2017","Corporate jobs are being relocated to Montreal or Brisbane, and the worker will not necessarily be invited to move.  I would be asking lots of questions about this prior to accepting a corporate role.", , 
114,Career,Advisor Reporting,"Gurgaon, Haryana","October 11, 2017",It is good place to work. I got some opportunites in 3 years and performed well on that. but on a future purpose there are less opportunities for me ., , 
115,"Awesome team, Enjoyable work.",Heavy Operator,Newman WA,"October 4, 2017",I was mainly working the Wheel Dozer. So typical day was travelling around the pit pushing waste dumps and then cleaning the face shovel floors. In between all that I hot seated dumb truck drivers so that they can have there lunch twice aday.I learnt a great deal on team work. Operating the Dozers and dumb trucks.Management were good and very understanding.Workplace culture was pretty cool we all got along.FIFO life and nightshift.Great satisfaction on the dozers. Good pay. Made some awesome mates.,"FIFO life, nightshift.","Pay, good team members. enjoyable work."
116,des temps difficiles ...,Superviseur mécanique,"Sorel-Tracy, QC","October 2, 2017","Était il y a quelques années une entreprise agréable avec un climat d'équipe et de défis, aujourd'hui, suite aux nombreuses coupures les rôles sont très mal définis, la charge de travaille est impossible à accomplir en 40 hrs (les cadres ne sont pas payés sur l'heure du diner contrairement aux syndiqués). Coupures après coupures il faut toujours en faire plus avec moins sans aucune aide ou formation continue. Chaque semaine une nouvelle démission d'un employer cadre (superviseur et planificateur mécanique entre autre). La transition avec le système SAP à été un échec selon moi et le simple fait de vouloir acheter un boulon est un embuche de plusieurs minutes et celui-ci arrivera 4 semaines plus tard... Nous ne discutons pas beaucoup des salaires mais sans donner de chiffres exacte on voit rapidement qu'il existe des différences majeurs entre nous pour un même poste. Nos dirigeant cherche des solutions mais oublie de revenir aux bases...  Personnellement  j'aime la région donc je compte rester encore mais je n'ai pas de plan long terme avec cette entreprise.","Grande entreprise, ressource externe et projet interessant",charge de travail et salaire
117,Fast paced environment with lots of opportunities,Program Manager,Brisbane QLD,"September 27, 2017",An enjoyable environment within a large enterprise. The culture was inclusive with plenty of team building. Management was receptive to new ideas and very supportive.,Good work,Long hours
118,Good Place to work,Maintenance Supervisor,"Copperton, UT","September 26, 2017","Rio Tinto is a great place to work and stay for the duration of your career. However, it was not my passion and so I left to pursue other avenues. I would recommend them to anyone for work.", , 
119,great industry to work for,Machine Operator,WA tom price,"September 24, 2017",Great company to work for. Safety is the most important thing and experience in machine operator is an excellent path to up skill your experiences.  It was a great company to work for and they do look after you.,safety is number 1, 
